Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
1151,2046612,"dev/ABC424d.py",7409,0,"H",python,content
1152,2046902,"dev/ABC424d.py",7410,0,",",python,content
1153,2047152,"dev/ABC424d.py",7411,0,"W",python,content
1154,2047606,"dev/ABC424d.py",7412,0,",",python,content
1155,2048819,"dev/ABC424d.py",7413,0,"""""",python,content
1156,2052724,"dev/ABC424d.py",7414,1,"",python,content
1157,2052870,"dev/ABC424d.py",7413,1,"",python,content
1158,2052992,"dev/ABC424d.py",7413,0,"-",python,content
1159,2053061,"dev/ABC424d.py",7414,0,"1",python,content
1160,2053803,"dev/ABC424d.py",7416,0,"\n    ",python,content
1161,2057818,"dev/ABC424d.py",7417,4,"",python,content
1161,2057818,"dev/ABC424d.py",7417,4,"",python,content
1162,2057819,"dev/ABC424d.py",7414,1,"",python,content
1163,2058184,"dev/ABC424d.py",7414,0,"F",python,content
1164,2058482,"dev/ABC424d.py",7414,1,"",python,content
1165,2058619,"dev/ABC424d.py",7413,1,"",python,content
1166,2058862,"dev/ABC424d.py",7413,0,"F",python,content
1167,2059062,"dev/ABC424d.py",7414,0,"a",python,content
1168,2059112,"dev/ABC424d.py",7415,0,"l",python,content
1169,2059237,"dev/ABC424d.py",7416,0,"s",python,content
1170,2059377,"dev/ABC424d.py",7417,0,"e",python,content
1171,2063397,"dev/ABC424d.py",7382,0,"f",python,content
1172,2063513,"dev/ABC424d.py",7383,0,"a",python,content
1173,2063615,"dev/ABC424d.py",7384,0,"l",python,content
1174,2064026,"dev/ABC424d.py",7384,1,"",python,content
1175,2064185,"dev/ABC424d.py",7383,1,"",python,content
1176,2064342,"dev/ABC424d.py",7383,0,"l",python,content
1177,2064401,"dev/ABC424d.py",7384,0,"a",python,content
1178,2064553,"dev/ABC424d.py",7385,0,"g",python,content
1179,2065059,"dev/ABC424d.py",7386,0,"_",python,content
1180,2065980,"dev/ABC424d.py",7425,0,"    ",python,content
1181,2071252,"dev/ABC424d.py",7429,0,"f",python,content
1182,2071379,"dev/ABC424d.py",7430,0,"l",python,content
1183,2071501,"dev/ABC424d.py",7431,0,"a",python,content
1184,2072777,"dev/ABC424d.py",7429,3,"flag_board",python,content
1185,2073435,"dev/ABC424d.py",7439,0,".",python,content
1186,2074055,"dev/ABC424d.py",7440,0,"a",python,content
1187,2074242,"dev/ABC424d.py",7441,0,"d",python,content
1188,2074429,"dev/ABC424d.py",7442,0,"d",python,content
1189,2075034,"dev/ABC424d.py",7440,3,"",python,content
1190,2075579,"dev/ABC424d.py",7439,1,"",python,content
1191,2076273,"dev/ABC424d.py",7429,10,"",python,content
1192,2077038,"dev/ABC424d.py",7429,0,"f",python,content
1193,2077351,"dev/ABC424d.py",7430,0,"o",python,content
1194,2077487,"dev/ABC424d.py",7431,0,"r",python,content
1195,2077617,"dev/ABC424d.py",7432,0," ",python,content
1196,2081032,"dev/ABC424d.py",7429,4,"",python,content
1197,2085324,"dev/ABC424d.py",7429,0,"f",python,content
1198,2085381,"dev/ABC424d.py",7430,0,"o",python,content
1199,2085542,"dev/ABC424d.py",7431,0,"r",python,content
1200,2085650,"dev/ABC424d.py",7432,0," ",python,content
1201,2085733,"dev/ABC424d.py",7433,0,"i",python,content
1202,2085886,"dev/ABC424d.py",7434,0," ",python,content
1203,2085935,"dev/ABC424d.py",7435,0,"i",python,content
1204,2085988,"dev/ABC424d.py",7436,0,"n",python,content
1205,2086136,"dev/ABC424d.py",7437,0," ",python,content
1206,2086238,"dev/ABC424d.py",7438,0,"r",python,content
1207,2086434,"dev/ABC424d.py",7439,0,"a",python,content
1208,2086465,"dev/ABC424d.py",7440,0,"n",python,content
1209,2086636,"dev/ABC424d.py",7441,0,"g",python,content
1210,2086704,"dev/ABC424d.py",7442,0,"e",python,content
1211,2086934,"dev/ABC424d.py",7443,0,"()",python,content
1212,2087257,"dev/ABC424d.py",7444,0,"H",python,content
1213,2087865,"dev/ABC424d.py",7446,0,":",python,content
1214,2087928,"dev/ABC424d.py",7447,0,"\n        ",python,content
1215,2088155,"dev/ABC424d.py",7456,0,"f",python,content
1216,2088281,"dev/ABC424d.py",7457,0,"o",python,content
1217,2090013,"dev/ABC424d.py",7458,0,"r",python,content
1218,2090168,"dev/ABC424d.py",7459,0," ",python,content
1219,2090233,"dev/ABC424d.py",7460,0,"j",python,content
1220,2090394,"dev/ABC424d.py",7461,0," ",python,content
1221,2090444,"dev/ABC424d.py",7462,0,"i",python,content
1222,2090505,"dev/ABC424d.py",7463,0,"n",python,content
1223,2090588,"dev/ABC424d.py",7464,0," ",python,content
1224,2090728,"dev/ABC424d.py",7465,0,"r",python,content
1225,2090902,"dev/ABC424d.py",7466,0,"a",python,content
1226,2090952,"dev/ABC424d.py",7467,0,"n",python,content
1227,2091112,"dev/ABC424d.py",7468,0,"g",python,content
1228,2091144,"dev/ABC424d.py",7469,0,"e",python,content
1229,2091364,"dev/ABC424d.py",7470,0,"()",python,content
1230,2091529,"dev/ABC424d.py",7471,0,"W",python,content
1231,2092073,"dev/ABC424d.py",7473,0,":",python,content
1232,2092098,"dev/ABC424d.py",7474,0,"\n            ",python,content
1233,2093096,"dev/ABC424d.py",7487,0,"B",python,content
1234,2093208,"dev/ABC424d.py",7488,0,"O",python,content
1235,2093304,"dev/ABC424d.py",7489,0,"A",python,content
1236,2093417,"dev/ABC424d.py",7490,0,"R",python,content
1237,2093576,"dev/ABC424d.py",7491,0,"D",python,content
1238,2093796,"dev/ABC424d.py",7492,0,"[]",python,content
1239,2094050,"dev/ABC424d.py",7493,0,"i",python,content
1240,2094748,"dev/ABC424d.py",7495,0,"[]",python,content
1241,2095004,"dev/ABC424d.py",7496,0,"j",python,content
1242,2096434,"dev/ABC424d.py",7496,1,"",python,content
1243,2096588,"dev/ABC424d.py",7495,2,"",python,content
1244,2096741,"dev/ABC424d.py",7494,1,"",python,content
1245,2096896,"dev/ABC424d.py",7494,0,",",python,content
1246,2098017,"dev/ABC424d.py",7495,0,"j",python,content
1247,2098268,"dev/ABC424d.py",7496,0,"]",python,content
1248,2106756,"dev/ABC424d.py",7487,0,"i",python,content
1249,2106849,"dev/ABC424d.py",7488,0,"f",python,content
1250,2106958,"dev/ABC424d.py",7489,0," ",python,content
1251,2113091,"dev/ABC424d.py",7500,0," ",python,content
1252,2117144,"dev/ABC424d.py",7501,0,"=",python,content
1253,2117340,"dev/ABC424d.py",7502,0,"=",python,content
1254,2118169,"dev/ABC424d.py",7503,0," ",python,content
1255,2118480,"dev/ABC424d.py",7504,0,"""""",python,content
1256,2119627,"dev/ABC424d.py",7505,0,".",python,content
1257,2120240,"dev/ABC424d.py",7505,1,"",python,content
1258,2121234,"dev/ABC424d.py",7505,0,"#",python,content
1259,2122152,"dev/ABC424d.py",7507,0," ",python,content
1260,2124050,"dev/ABC424d.py",7508,0,"a",python,content
1261,2124166,"dev/ABC424d.py",7509,0,"n",python,content
1262,2124269,"dev/ABC424d.py",7510,0,"d",python,content
1263,2124557,"dev/ABC424d.py",7511,0," ",python,content
1264,2134960,"dev/ABC424d.py",7261,0,"p",python,content
1265,2135010,"dev/ABC424d.py",7262,0,"o",python,content
1266,2135112,"dev/ABC424d.py",7263,0,"s",python,content
1267,2137426,"dev/ABC424d.py",7266,0,"\n        ",python,content
1268,2137774,"dev/ABC424d.py",7275,0,"i",python,content
1269,2137846,"dev/ABC424d.py",7276,0,"f",python,content
1270,2137997,"dev/ABC424d.py",7277,0," ",python,content
1271,2138383,"dev/ABC424d.py",7278,0,"b",python,content
1272,2138426,"dev/ABC424d.py",7279,0,"o",python,content
1273,2138508,"dev/ABC424d.py",7280,0,"a",python,content
1274,2138827,"dev/ABC424d.py",7280,1,"",python,content
1275,2138983,"dev/ABC424d.py",7278,2,"",python,content
1276,2139630,"dev/ABC424d.py",7278,0,"B",python,content
1277,2139691,"dev/ABC424d.py",7279,0,"O",python,content
1278,2139742,"dev/ABC424d.py",7280,0,"A",python,content
1279,2139843,"dev/ABC424d.py",7281,0,"R",python,content
1280,2139985,"dev/ABC424d.py",7282,0,"D",python,content
1281,2140154,"dev/ABC424d.py",7283,0,"[]",python,content
1282,2141086,"dev/ABC424d.py",7284,0,"p",python,content
1283,2141138,"dev/ABC424d.py",7285,0,"o",python,content
1284,2141219,"dev/ABC424d.py",7286,0,"s",python,content
1285,2143901,"dev/ABC424d.py",7266,0,"\n        ",python,content
1286,2144224,"dev/ABC424d.py",7275,0,"p",python,content
1287,2144344,"dev/ABC424d.py",7276,0,"o",python,content
1288,2144411,"dev/ABC424d.py",7277,0,"s",python,content
1289,2145180,"dev/ABC424d.py",7275,0,"=",python,content
1290,2145945,"dev/ABC424d.py",7275,0,"i",python,content
1291,2146601,"dev/ABC424d.py",7276,0,",",python,content
1292,2146887,"dev/ABC424d.py",7277,0,"j",python,content
1293,2155965,"dev/ABC424d.py",7304,0," ",python,content
1294,2156148,"dev/ABC424d.py",7305,0,"a",python,content
1295,2156252,"dev/ABC424d.py",7306,0,"n",python,content
1296,2156354,"dev/ABC424d.py",7307,0,"d",python,content
1297,2162537,"dev/ABC424d.py",7308,0," ",python,content
1298,2163097,"dev/ABC424d.py",7309,0,"B",python,content
1299,2163203,"dev/ABC424d.py",7310,0,"O",python,content
1300,2163278,"dev/ABC424d.py",7311,0,"A",python,content
1301,2163368,"dev/ABC424d.py",7312,0,"R",python,content
1302,2163523,"dev/ABC424d.py",7313,0,"D",python,content
1303,2163737,"dev/ABC424d.py",7314,0,"[]",python,content
1304,2164221,"dev/ABC424d.py",7315,0,"i",python,content
1305,2164914,"dev/ABC424d.py",7316,0,".",python,content
1306,2165205,"dev/ABC424d.py",7316,1,"",python,content
1307,2165616,"dev/ABC424d.py",7316,0,"+",python,content
1308,2166707,"dev/ABC424d.py",7317,0,"1",python,content
1309,2167322,"dev/ABC424d.py",7318,0,",",python,content
1310,2167641,"dev/ABC424d.py",7319,0,"j",python,content
1311,2168887,"dev/ABC424d.py",7317,1,"",python,content
1312,2169028,"dev/ABC424d.py",7316,1,"",python,content
1313,2169788,"dev/ABC424d.py",7318,0,"+",python,content
1314,2169935,"dev/ABC424d.py",7319,0,"1",python,content
1315,2170294,"dev/ABC424d.py",7321,0," ",python,content
1316,2170487,"dev/ABC424d.py",7322,0,"a",python,content
1317,2170589,"dev/ABC424d.py",7323,0,"n",python,content
1318,2170891,"dev/ABC424d.py",7324,0," ",python,content
1319,2171306,"dev/ABC424d.py",7324,1,"",python,content
1320,2171545,"dev/ABC424d.py",7324,0,"d",python,content
1321,2171671,"dev/ABC424d.py",7325,0," ",python,content
1322,2172014,"dev/ABC424d.py",7326,0,"B",python,content
1323,2172052,"dev/ABC424d.py",7327,0,"O",python,content
1324,2172126,"dev/ABC424d.py",7328,0,"A",python,content
1325,2172226,"dev/ABC424d.py",7329,0,"R",python,content
1326,2172364,"dev/ABC424d.py",7330,0,"D",python,content
1327,2172530,"dev/ABC424d.py",7331,0,"[]",python,content
1328,2173921,"dev/ABC424d.py",7332,0,"i",python,content
1329,2174267,"dev/ABC424d.py",7333,0,"+",python,content
1330,2174423,"dev/ABC424d.py",7334,0,"1",python,content
1331,2174739,"dev/ABC424d.py",7335,0,",",python,content
1332,2174918,"dev/ABC424d.py",7336,0,"j",python,content
1333,2175675,"dev/ABC424d.py",7338,0," ",python,content
1334,2175849,"dev/ABC424d.py",7339,0,"a",python,content
1335,2175951,"dev/ABC424d.py",7340,0,"d",python,content
1336,2176052,"dev/ABC424d.py",7341,0,"n",python,content
1337,2176207,"dev/ABC424d.py",7342,0," ",python,content
1338,2176838,"dev/ABC424d.py",7342,1,"",python,content
1339,2176996,"dev/ABC424d.py",7341,1,"",python,content
1340,2177143,"dev/ABC424d.py",7340,1,"",python,content
1341,2177260,"dev/ABC424d.py",7339,1,"",python,content
1342,2177407,"dev/ABC424d.py",7339,0,"a",python,content
1343,2177506,"dev/ABC424d.py",7340,0,"n",python,content
1344,2177595,"dev/ABC424d.py",7341,0,"d",python,content
1345,2177839,"dev/ABC424d.py",7342,0,"()",python,content
1346,2178451,"dev/ABC424d.py",7342,2,"",python,content
1347,2178755,"dev/ABC424d.py",7342,0," ",python,content
1348,2179288,"dev/ABC424d.py",7343,0,"B",python,content
1349,2179324,"dev/ABC424d.py",7344,0,"O",python,content
1350,2179385,"dev/ABC424d.py",7345,0,"A",python,content
1351,2179703,"dev/ABC424d.py",7346,0,"D",python,content
1352,2180028,"dev/ABC424d.py",7343,4,"BOARD",python,content
1353,2180307,"dev/ABC424d.py",7348,0,"[]",python,content
1354,2180831,"dev/ABC424d.py",7349,0,"i",python,content
1355,2181154,"dev/ABC424d.py",7350,0,"+",python,content
1356,2181338,"dev/ABC424d.py",7351,0,"1",python,content
1357,2181878,"dev/ABC424d.py",7352,0,",",python,content
1358,2182331,"dev/ABC424d.py",7353,0,"j",python,content
1359,2182657,"dev/ABC424d.py",7354,0,"+",python,content
1360,2182831,"dev/ABC424d.py",7355,0,"1",python,content
1361,2185038,"dev/ABC424d.py",7291,2,"",python,content
1362,2185420,"dev/ABC424d.py",7291,0,"r",python,content
1363,2185604,"dev/ABC424d.py",7292,0,"e",python,content
1364,2185725,"dev/ABC424d.py",7293,0,"t",python,content
1365,2185807,"dev/ABC424d.py",7294,0,"u",python,content
1366,2185900,"dev/ABC424d.py",7295,0,"r",python,content
1367,2186043,"dev/ABC424d.py",7296,0,"n",python,content
1368,2186308,"dev/ABC424d.py",7297,0," ",python,content
1369,2195661,"dev/ABC424d.py",7256,4,"",python,content
1370,2195972,"dev/ABC424d.py",7256,0,"c",python,content
1371,2196053,"dev/ABC424d.py",7257,0,"o",python,content
1372,2196146,"dev/ABC424d.py",7258,0,"n",python,content
1373,2196200,"dev/ABC424d.py",7259,0,"f",python,content
1374,2196312,"dev/ABC424d.py",7260,0,"i",python,content
1375,2196749,"dev/ABC424d.py",7260,1,"",python,content
1376,2196896,"dev/ABC424d.py",7259,1,"",python,content
1377,2197000,"dev/ABC424d.py",7259,0,"d",python,content
1378,2197101,"dev/ABC424d.py",7260,0,"i",python,content
1379,2197298,"dev/ABC424d.py",7261,0,"t",python,content
1380,2197400,"dev/ABC424d.py",7262,0,"i",python,content
1381,2197405,"dev/ABC424d.py",7263,0,"o",python,content
1382,2197492,"dev/ABC424d.py",7264,0,"n",python,content
1383,2202546,"dev/ABC424d.py",7612,4,"",python,content
1384,2202753,"dev/ABC424d.py",7608,4,"",python,content
1385,2202893,"dev/ABC424d.py",7605,3,"",python,content
1386,2203033,"dev/ABC424d.py",7603,2,"",python,content
1387,2203200,"dev/ABC424d.py",7602,1,"",python,content
1388,2203371,"dev/ABC424d.py",7601,1,"",python,content
1389,2203571,"dev/ABC424d.py",7600,1,"",python,content
1390,2203787,"dev/ABC424d.py",7599,1,"",python,content
1391,2204016,"dev/ABC424d.py",7594,5,"",python,content
1392,2204310,"dev/ABC424d.py",7591,3,"",python,content
1393,2207053,"dev/ABC424d.py",7591,0,"d",python,content
1394,2207091,"dev/ABC424d.py",7592,0,"l",python,content
1395,2207260,"dev/ABC424d.py",7593,0,"a",python,content
1396,2207393,"dev/ABC424d.py",7594,0,"g",python,content
1397,2207748,"dev/ABC424d.py",7594,1,"",python,content
1398,2207904,"dev/ABC424d.py",7591,3,"",python,content
1399,2208081,"dev/ABC424d.py",7591,0,"f",python,content
1400,2208182,"dev/ABC424d.py",7592,0,"l",python,content
1401,2208315,"dev/ABC424d.py",7593,0,"a",python,content
1402,2208441,"dev/ABC424d.py",7594,0,"g",python,content
1403,2209112,"dev/ABC424d.py",7591,4,"flag_board",python,content
1404,2209867,"dev/ABC424d.py",7601,0,"[]",python,content
1405,2210310,"dev/ABC424d.py",7602,0,"i",python,content
1406,2210418,"dev/ABC424d.py",7603,0,",",python,content
1407,2210580,"dev/ABC424d.py",7604,0,"j",python,content
1408,2211058,"dev/ABC424d.py",7606,0," ",python,content
1409,2211248,"dev/ABC424d.py",7607,0,"=",python,content
1410,2211417,"dev/ABC424d.py",7608,0," ",python,content
1411,2213494,"dev/ABC424d.py",7609,0,"B",python,content
1412,2213614,"dev/ABC424d.py",7610,0,"O",python,content
1413,2213694,"dev/ABC424d.py",7611,0,"A",python,content
1414,2213820,"dev/ABC424d.py",7612,0,"R",python,content
1415,2214681,"dev/ABC424d.py",7613,0,"D",python,content
1416,2218480,"dev/ABC424d.py",7614,0,"[]",python,content
1417,2219215,"dev/ABC424d.py",7614,2,"",python,content
1418,2219384,"dev/ABC424d.py",7609,5,"",python,content
1419,2221786,"dev/ABC424d.py",7609,0,"c",python,content
1420,2221952,"dev/ABC424d.py",7610,0,"o",python,content
1421,2222196,"dev/ABC424d.py",7611,0,"n",python,content
1422,2222588,"dev/ABC424d.py",7612,0,"f",python,content
1423,2223092,"dev/ABC424d.py",7609,4,"ConnectionRefusedError",python,content
1424,2223589,"dev/ABC424d.py",7609,22,"",python,content
1425,2224024,"dev/ABC424d.py",7609,0,"c",python,content
1426,2224088,"dev/ABC424d.py",7610,0,"o",python,content
1427,2224175,"dev/ABC424d.py",7611,0,"n",python,content
1428,2224258,"dev/ABC424d.py",7612,0,"f",python,content
1429,2224651,"dev/ABC424d.py",7613,0,"t",python,content
1430,2224687,"dev/ABC424d.py",7614,0,"i",python,content
1431,2224780,"dev/ABC424d.py",7615,0,"o",python,content
1432,2224854,"dev/ABC424d.py",7616,0,"n",python,content
1433,2227233,"dev/ABC424d.py",7609,8,"",python,content
1434,2227954,"dev/ABC424d.py",7609,0,"c",python,content
1435,2228065,"dev/ABC424d.py",7610,0,"o",python,content
1436,2228132,"dev/ABC424d.py",7611,0,"n",python,content
1437,2228235,"dev/ABC424d.py",7612,0,"d",python,content
1438,2228352,"dev/ABC424d.py",7613,0,"i",python,content
1439,2228651,"dev/ABC424d.py",7614,0,"t",python,content
1440,2228695,"dev/ABC424d.py",7615,0,"i",python,content
1441,2228739,"dev/ABC424d.py",7616,0,"o",python,content
1442,2228824,"dev/ABC424d.py",7617,0,"n",python,content
1443,2229639,"dev/ABC424d.py",7618,0,"()",python,content
1444,2232395,"dev/ABC424d.py",7619,0,"p",python,content
1445,2232447,"dev/ABC424d.py",7620,0,"o",python,content
1446,2232548,"dev/ABC424d.py",7621,0,"s",python,content
1447,2233891,"dev/ABC424d.py",7619,3,"",python,content
1448,2234742,"dev/ABC424d.py",7619,0,"p",python,content
1449,2234861,"dev/ABC424d.py",7620,0,"o",python,content
1450,2235363,"dev/ABC424d.py",7621,0,"s",python,content
1451,2235528,"dev/ABC424d.py",7622,0,"[]",python,content
1452,2235714,"dev/ABC424d.py",7623,0,"0",python,content
1453,2236953,"dev/ABC424d.py",7623,1,"",python,content
1454,2237152,"dev/ABC424d.py",7622,1,"",python,content
1455,2237455,"dev/ABC424d.py",7619,3,"",python,content
1456,2238291,"dev/ABC424d.py",7619,1,"",python,content
1457,2241143,"dev/ABC424d.py",7619,0,"i",python,content
1458,2241296,"dev/ABC424d.py",7620,0,",",python,content
1459,2241412,"dev/ABC424d.py",7621,0,"j",python,content
1460,2242800,"dev/ABC424d.py",7622,0,")",python,content
1460,2242800,"dev/ABC424d.py",7622,0,")",python,content
1461,2242800,"dev/ABC424d.py",7619,0,"(",python,content
1462,2254389,"dev/ABC424d.py",7314,0," ",python,content
1463,2254556,"dev/ABC424d.py",7315,0,"=",python,content
1464,2254733,"dev/ABC424d.py",7316,0,"=",python,content
1465,2254971,"dev/ABC424d.py",7317,0," ",python,content
1466,2255413,"dev/ABC424d.py",7318,0,"""""",python,content
1467,2256980,"dev/ABC424d.py",7319,0,"=",python,content
1468,2257758,"dev/ABC424d.py",7319,1,"",python,content
1469,2261930,"dev/ABC424d.py",7319,0,"#",python,content
1470,2266264,"dev/ABC424d.py",7338,0,"== ""#""",python,content
1471,2268617,"dev/ABC424d.py",7361,0,"== ""#""",python,content
1472,2271139,"dev/ABC424d.py",7387,0,"== ""#""",python,content
1473,2271529,"dev/ABC424d.py",7387,6,"",python,content
1474,2272347,"dev/ABC424d.py",7386,0,"== ""#""",python,content
1475,2278347,"dev/ABC424d.py",7392,0,")",python,content
1475,2278347,"dev/ABC424d.py",7392,0,")",python,content
1476,2278348,"dev/ABC424d.py",7304,0,"(",python,content
1477,2279381,"dev/ABC424d.py",7304,0,"n",python,content
1478,2279484,"dev/ABC424d.py",7305,0,"o",python,content
1479,2279641,"dev/ABC424d.py",7306,0,"t",python,content
1480,2285330,"dev/ABC424d.py",7647,1,"k",python,content
1480,2285330,"dev/ABC424d.py",7647,1,"k",python,content
1480,2285330,"dev/ABC424d.py",7647,1,"k",python,content
1480,2285330,"dev/ABC424d.py",7647,1,"k",python,content
1480,2285330,"dev/ABC424d.py",7647,1,"k",python,content
1480,2285330,"dev/ABC424d.py",7647,1,"k",python,content
1481,2285330,"dev/ABC424d.py",7644,2,"s_",python,content
1482,2285330,"dev/ABC424d.py",7639,4,"",python,content
1484,2285330,"dev/ABC424d.py",7261,2,"s_",python,content
1483,2285330,"dev/ABC424d.py",7264,1,"k",python,content
1485,2285330,"dev/ABC424d.py",7256,4,"",python,content
1486,2300603,"dev/ABC424d.py",7639,0,"t_all_blac",python,content
1486,2300603,"dev/ABC424d.py",7639,0,"t_all_blac",python,content
1486,2300603,"dev/ABC424d.py",7639,0,"t_all_blac",python,content
1486,2300603,"dev/ABC424d.py",7639,0,"t_all_blac",python,content
1488,2300603,"dev/ABC424d.py",7260,0,"t_all_blac",python,content
1487,2300603,"dev/ABC424d.py",7638,0,"n",python,content
1489,2300603,"dev/ABC424d.py",7259,0,"n",python,content
1490,2305397,"dev/ABC424d.py",7405,12,"",python,content
1491,2315573,"dev/ABC424d.py",7662,4,"",python,content
1492,2385314,"dev/ABC424d.py",7511,151,"",python,content
1493,2386512,"dev/ABC424d.py",7506,0,"\n    ",python,content
1494,2386962,"dev/ABC424d.py",7511,0,"f",python,content
1495,2386983,"dev/ABC424d.py",7512,0,"o",python,content
1496,2387873,"dev/ABC424d.py",7512,1,"",python,content
1497,2388030,"dev/ABC424d.py",7511,1,"",python,content
1498,2389489,"dev/ABC424d.py",7504,1,"",python,content
1499,2390325,"dev/ABC424d.py",7505,0,"\n    ",python,content
1500,2390860,"dev/ABC424d.py",7510,0,"f",python,content
1501,2390908,"dev/ABC424d.py",7511,0,"o",python,content
1502,2391034,"dev/ABC424d.py",7512,0,"r",python,content
1503,2391164,"dev/ABC424d.py",7513,0," ",python,content
1504,2391265,"dev/ABC424d.py",7514,0,"i",python,content
1505,2391417,"dev/ABC424d.py",7515,0," ",python,content
1506,2391527,"dev/ABC424d.py",7516,0,"i",python,content
1507,2391597,"dev/ABC424d.py",7517,0,"n",python,content
1508,2391700,"dev/ABC424d.py",7518,0," ",python,content
1509,2391890,"dev/ABC424d.py",7519,0,"r",python,content
1510,2392193,"dev/ABC424d.py",7520,0,"a",python,content
1511,2392259,"dev/ABC424d.py",7521,0,"n",python,content
1512,2392373,"dev/ABC424d.py",7522,0,"g",python,content
1513,2392453,"dev/ABC424d.py",7523,0,"e",python,content
1514,2392641,"dev/ABC424d.py",7524,0,"()",python,content
1515,2392880,"dev/ABC424d.py",7525,0,"H",python,content
1516,2393258,"dev/ABC424d.py",7527,0,":",python,content
1517,2393305,"dev/ABC424d.py",7528,0,"\n        ",python,content
1518,2393802,"dev/ABC424d.py",7537,0,"f",python,content
1519,2393866,"dev/ABC424d.py",7538,0,"o",python,content
1520,2393953,"dev/ABC424d.py",7539,0,"r",python,content
1521,2394060,"dev/ABC424d.py",7540,0," ",python,content
1522,2394184,"dev/ABC424d.py",7541,0,"j",python,content
1523,2394294,"dev/ABC424d.py",7542,0," ",python,content
1524,2394396,"dev/ABC424d.py",7543,0,"i",python,content
1525,2394445,"dev/ABC424d.py",7544,0,"n",python,content
1526,2394502,"dev/ABC424d.py",7545,0," ",python,content
1527,2394644,"dev/ABC424d.py",7546,0,"r",python,content
1528,2394803,"dev/ABC424d.py",7547,0,"a",python,content
1529,2394837,"dev/ABC424d.py",7548,0,"n",python,content
1530,2395001,"dev/ABC424d.py",7549,0,"g",python,content
1531,2395237,"dev/ABC424d.py",7550,0,"E",python,content
1532,2397051,"dev/ABC424d.py",7551,0,"()",python,content
1533,2397447,"dev/ABC424d.py",7551,2,"",python,content
1534,2397627,"dev/ABC424d.py",7550,1,"",python,content
1535,2397733,"dev/ABC424d.py",7550,0,"e",python,content
1536,2397958,"dev/ABC424d.py",7551,0,"()",python,content
1537,2398147,"dev/ABC424d.py",7552,0,"W",python,content
1538,2398673,"dev/ABC424d.py",7554,0,"\n        ",python,content
1539,2398688,"dev/ABC424d.py",7563,0,":",python,content
1540,2399610,"dev/ABC424d.py",7563,1,"",python,content
1541,2399791,"dev/ABC424d.py",7555,8,"",python,content
1542,2399983,"dev/ABC424d.py",7554,1,"",python,content
1543,2400198,"dev/ABC424d.py",7554,0,":",python,content
1544,2400236,"dev/ABC424d.py",7555,0,"\n            ",python,content
1545,2404571,"dev/ABC424d.py",7568,0,"B",python,content
1546,2404651,"dev/ABC424d.py",7569,0,"O",python,content
1547,2404715,"dev/ABC424d.py",7570,0,"A",python,content
1548,2404817,"dev/ABC424d.py",7571,0,"R",python,content
1549,2405010,"dev/ABC424d.py",7572,0,"D",python,content
1550,2405342,"dev/ABC424d.py",7568,5,"",python,content
1551,2406160,"dev/ABC424d.py",7568,0,"B",python,content
1552,2406262,"dev/ABC424d.py",7569,0,"O",python,content
1553,2406300,"dev/ABC424d.py",7570,0,"A",python,content
1554,2406421,"dev/ABC424d.py",7571,0,"R",python,content
1555,2406571,"dev/ABC424d.py",7572,0,"D",python,content
1556,2406815,"dev/ABC424d.py",7573,0,"[]",python,content
1557,2407347,"dev/ABC424d.py",7574,0,"i",python,content
1558,2407448,"dev/ABC424d.py",7575,0,",",python,content
1559,2407561,"dev/ABC424d.py",7576,0,"j",python,content
1560,2408709,"dev/ABC424d.py",7578,0,"=",python,content
1561,2408903,"dev/ABC424d.py",7579,0,"=",python,content
1562,2409008,"dev/ABC424d.py",7580,0,"""""",python,content
1563,2409831,"dev/ABC424d.py",7581,0,"#",python,content
1564,2416933,"dev/ABC424d.py",7581,1,"",python,content
1565,2417292,"dev/ABC424d.py",7581,0,".",python,content
1566,2427519,"dev/ABC424d.py",7510,0,"\n    ",python,content
1567,2428003,"dev/ABC424d.py",7510,0,"l",python,content
1568,2428503,"dev/ABC424d.py",7510,1,"",python,content
1569,2428762,"dev/ABC424d.py",7510,0,"f",python,content
1570,2428872,"dev/ABC424d.py",7511,0,"l",python,content
1571,2428993,"dev/ABC424d.py",7512,0,"a",python,content
1572,2429104,"dev/ABC424d.py",7513,0,"g",python,content
1573,2431365,"dev/ABC424d.py",7514,0," ",python,content
1574,2431528,"dev/ABC424d.py",7515,0,"=",python,content
1575,2431669,"dev/ABC424d.py",7516,0," ",python,content
1576,2432991,"dev/ABC424d.py",7517,0,"B",python,content
1577,2433090,"dev/ABC424d.py",7518,0,"O",python,content
1578,2433163,"dev/ABC424d.py",7519,0,"A",python,content
1579,2433265,"dev/ABC424d.py",7520,0,"R",python,content
1580,2433414,"dev/ABC424d.py",7521,0,"D",python,content
1581,2434404,"dev/ABC424d.py",7522,0,".",python,content
1582,2435052,"dev/ABC424d.py",7522,1,"",python,content
1583,2435513,"dev/ABC424d.py",7517,5,"",python,content
1584,2435860,"dev/ABC424d.py",7517,0,"o",python,content
1585,2436227,"dev/ABC424d.py",7517,1,"",python,content
1586,2436630,"dev/ABC424d.py",7517,0,"B",python,content
1587,2436906,"dev/ABC424d.py",7518,0,"o",python,content
1588,2437027,"dev/ABC424d.py",7519,0,"a",python,content
1589,2437129,"dev/ABC424d.py",7520,0,"r",python,content
1590,2437272,"dev/ABC424d.py",7521,0,"d",python,content
